Sample_ID,Type,numOtus,Otu0001,Otu0002,Otu0003,Otu0004,Otu0005,Otu0006,Otu0007,Otu0008,Otu0009,Otu0010,Otu0011,Otu0013,Otu0014,Otu0016,Otu0017,Otu0018,Otu0019,Otu0021,Otu0022,Otu0023,Otu0024,Otu0025,Otu0026,Otu0027,Otu0028,Otu0029,Otu0030,Otu0031,Otu0032,Otu0033,Otu0034,Otu0036,Otu0037,Otu0038,Otu0039,Otu0040,Otu0041,Otu0043,Otu0044,Otu0045,Otu0046,Otu0047,Otu0048,Otu0049,Otu0050,Otu0051,Otu0052,Otu0053,Otu0054,Otu0055,Otu0056,Otu0057,Otu0058,Otu0059,Otu0060,Otu0061,Otu0062,Otu0063,Otu0064,Otu0065,Otu0066,Otu0067,Otu0068,Otu0069,Otu0071,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079,Otu0080,Otu0081,Otu0083,Otu0084,Otu0085,Otu0086,Otu0088,Otu0089,Otu0090,Otu0092,Otu0093,Otu0094,Otu0095,Otu0096,Otu0097,Otu0098,Otu0100,Otu0101,Otu0102,Otu0103,Otu0104,Otu0105,Otu0106,Otu0107,Otu0108,Otu0109,Otu0110,Otu0112,Otu0113,Otu0114,Otu0115,Otu0117,Otu0118,Otu0119,Otu0120,Otu0122,Otu0123,Otu0124,Otu0125,Otu0126,Otu0127,Otu0129,Otu0130,Otu0131,Otu0132,Otu0133,Otu0135,Otu0136,Otu0137,Otu0139,Otu0140,Otu0141,Otu0142,Otu0146,Otu0147,Otu0151,Otu0153,Otu0154,Otu0156,Otu0157,Otu0159,Otu0160,Otu0161,Otu0163,Otu0164,Otu0166,Otu0167,Otu0168,Otu0169,Otu0171,Otu0175,Otu0176,Otu0177,Otu0178,Otu0179,Otu0180,Otu0181,Otu0183,Otu0184,Otu0186,Otu0187,Otu0188,Otu0189,Otu0190,Otu0192,Otu0193,Otu0194,Otu0195,Otu0196,Otu0198,Otu0200,Otu0201,Otu0203,Otu0205,Otu0206,Otu0207,Otu0209,Otu0211,Otu0212,Otu0213,Otu0215,Otu0216,Otu0218,Otu0219,Otu0220,Otu0222,Otu0223,Otu0225,Otu0229,Otu0230,Otu0231,Otu0233,Otu0234,Otu0235,Otu0239,Otu0241,Otu0242,Otu0243,Otu0245,Otu0246,Otu0249,Otu0251,Otu0253,Otu0254,Otu0256,Otu0257,Otu0259,Otu0262,Otu0263,Otu0264,Otu0265,Otu0266,Otu0267,Otu0269,Otu0271,Otu0272,Otu0274,Otu0276,Otu0277,Otu0278,Otu0279,Otu0280,Otu0284,Otu0285,Otu0286,Otu0287,Otu0289,Otu0291,Otu0292,Otu0293,Otu0294,Otu0295,Otu0297,Otu0298,Otu0300,Otu0301,Otu0302,Otu0303,Otu0304,Otu0306,Otu0308,Otu0309,Otu0313,Otu0315,Otu0316,Otu0317,Otu0319,Otu0320,Otu0321,Otu0323,Otu0324,Otu0326,Otu0327,Otu0328,Otu0329,Otu0331,Otu0334,Otu0335,Otu0336,Otu0338,Otu0339,Otu0340,Otu0341,Otu0342,Otu0343,Otu0345,Otu0347,Otu0349,Otu0350,Otu0353,Otu0354,Otu0355,Otu0356,Otu0357,Otu0358,Otu0360,Otu0361,Otu0362,Otu0364,Otu0365,Otu0366,Otu0368,Otu0371,Otu0372,Otu0373,Otu0374,Otu0377,Otu0378,Otu0381,Otu0382,Otu0384,Otu0385,Otu0387,Otu0388,Otu0389,Otu0393,Otu0396,Otu0398,Otu0399,Otu0400,Otu0401,Otu0402,Otu0405,Otu0407,Otu0408,Otu0409,Otu0410,Otu0412,Otu0414,Otu0416,Otu0418,Otu0419,Otu0421,Otu0422,Otu0423,Otu0424,Otu0425,Otu0427,Otu0428,Otu0429,Otu0430,Otu0431,Otu0433,Otu0436,Otu0437,Otu0441,Otu0444,Otu0446,Otu0447,Otu0448,Otu0449,Otu0450,Otu0451,Otu0452,Otu0454,Otu0455,Otu0456,Otu0457,Otu0459,Otu0461,Otu0463,Otu0464,Otu0465,Otu0466,Otu0467,Otu0468,Otu0469,Otu0472,Otu0473,Otu0474,Otu0476,Otu0477,Otu0478,Otu0480,Otu0482,Otu0483,Otu0485,Otu0486,Otu0487,Otu0488,Otu0489,Otu0492,Otu0493,Otu0494,Otu0495,Otu0496,Otu0499,Otu0500,Otu0501,Otu0503,Otu0504,Otu0505,Otu0507,Otu0509,Otu0511,Otu0515,Otu0516,Otu0517,Otu0518,Otu0519,Otu0520,Otu0521,Otu0522,Otu0523,Otu0524,Otu0525,Otu0526,Otu0528,Otu0529,Otu0535,Otu0537,Otu0538,Otu0539,Otu0540,Otu0541,Otu0543,Otu0544,Otu0546,Otu0548,Otu0549,Otu0550,Otu0551,Otu0552,Otu0553,Otu0555,Otu0557,Otu0559,Otu0563,Otu0568,Otu0569,Otu0570,Otu0571,Otu0573,Otu0575,Otu0576,Otu0577,Otu0578,Otu0579,Otu0580,Otu0581,Otu0582,Otu0584,Otu0585,Otu0586,Otu0588,Otu0589,Otu0590,Otu0591,Otu0592,Otu0593,Otu0594,Otu0595,Otu0596,Otu0597,Otu0600,Otu0601,Otu0603,Otu0604,Otu0605,Otu0606,Otu0610,Otu0611,Otu0612,Otu0613,Otu0616,Otu0617,Otu0619,Otu0620,Otu0625,Otu0626,Otu0627,Otu0628,Otu0629,Otu0630,Otu0631,Otu0632,Otu0633,Otu0634,Otu0635,Otu0636,Otu0637,Otu0638,Otu0639,Otu0640,Otu0642,Otu0643,Otu0644,Otu0645,Otu0648,Otu0651,Otu0652,Otu0654,Otu0655,Otu0656,Otu0657,Otu0658,Otu0662,Otu0665,Otu0666,Otu0669,Otu0670,Otu0671,Otu0672,Otu0673,Otu0674,Otu0675,Otu0678,Otu0681,Otu0682,Otu0683,Otu0684,Otu0685,Otu0686,Otu0687,Otu0688,Otu0689,Otu0690,Otu0691,Otu0692,Otu0693,Otu0695,Otu0697,Otu0700,Otu0702,Otu0705,Otu0706,Otu0707,Otu0709,Otu0712,Otu0713,Otu0716,Otu0717,Otu0721,Otu0722,Otu0723,Otu0724,Otu0727,Otu0728,Otu0729,Otu0730,Otu0731,Otu0734,Otu0735,Otu0737,Otu0738,Otu0739,Otu0742,Otu0743,Otu0744,Otu0745,Otu0746,Otu0747,Otu0748,Otu0749,Otu0750,Otu0751,Otu0752,Otu0753,Otu0755,Otu0758,Otu0760,Otu0761,Otu0762,Otu0763,Otu0766,Otu0767,Otu0768,Otu0769,Otu0770,Otu0775,Otu0776,Otu0777,Otu0779,Otu0782,Otu0783,Otu0784,Otu0785,Otu0786,Otu0787,Otu0789,Otu0790,Otu0791,Otu0792,Otu0793,Otu0794,Otu0796,Otu0797,Otu0798,Otu0799,Otu0801,Otu0802,Otu0803,Otu0804,Otu0807,Otu0808,Otu0809,Otu0811,Otu0812,Otu0813,Otu0815,Otu0816,Otu0818,Otu0819,Otu0823,Otu0824,Otu0825,Otu0827,Otu0828,Otu0829,Otu0830,Otu0831,Otu0832,Otu0833,Otu0834,Otu0835,Otu0837,Otu0839,Otu0842,Otu0843,Otu0845,Otu0846,Otu0847,Otu0848,Otu0850,Otu0851,Otu0852,Otu0853,Otu0854,Otu0855,Otu0856,Otu0857,Otu0858,Otu0859,Otu0860,Otu0862,Otu0863,Otu0864,Otu0865,Otu0866,Otu0867,Otu0868,Otu0869,Otu0871,Otu0872,Otu0873,Otu0874,Otu0875,Otu0878,Otu0879,Otu0880,Otu0881,Otu0882,Otu0883,Otu0884,Otu0885,Otu0886,Otu0887,Otu0890,Otu0891,Otu0893,Otu0894,Otu0895,Otu0896,Otu0897,Otu0898,Otu0900,Otu0901,Otu0903,Otu0905,Otu0907,Otu0909,Otu0911,Otu0912,Otu0913,Otu0915,Otu0916,Otu0917,Otu0918,Otu0921,Otu0925,Otu0926,Otu0927,Otu0928,Otu0931,Otu0932,Otu0934,Otu0935,Otu0936,Otu0938,Otu0939,Otu0941,Otu0942,Otu0945,Otu0948,Otu0949,Otu0950,Otu0953,Otu0954,Otu0957,Otu0958,Otu0959,Otu0960,Otu0961,Otu0962,Otu0963,Otu0964,Otu0966,Otu0967,Otu0968,Otu0969,Otu0970,Otu0971,Otu0972,Otu0973,Otu0974,Otu0975,Otu0976,Otu0977,Otu0978,Otu0979,Otu0982,Otu0983,Otu0984,Otu0986,Otu0988,Otu0989,Otu0990,Otu0991,Otu0996,Otu0998,Otu0999,Otu1003,Otu1004,Otu1005,Otu1006,Otu1007,Otu1011,Otu1012,Otu1013,Otu1014,Otu1016,Otu1017,Otu1019,Otu1021,Otu1022,Otu1024,Otu1025,Otu1027,Otu1028,Otu1029,Otu1030,Otu1031,Otu1032,Otu1034,Otu1035,Otu1037,Otu1039,Otu1041,Otu1042,Otu1043,Otu1044,Otu1047,Otu1048,Otu1049,Otu1051,Otu1052,Otu1053,Otu1054,Otu1055,Otu1056,Otu1057,Otu1058,Otu1059,Otu1060,Otu1061,Otu1062,Otu1063,Otu1064,Otu1065,Otu1067,Otu1068,Otu1070,Otu1072,Otu1074,Otu1075,Otu1076,Otu1077,Otu1078,Otu1079,Otu1080,Otu1081,Otu1083,Otu1084,Otu1085,Otu1086,Otu1087,Otu1088,Otu1089,Otu1090,Otu1091,Otu1092,Otu1093,Otu1094,Otu1095,Otu1097,Otu1098,Otu1099,Otu1100,Otu1101,Otu1102,Otu1103,Otu1104,Otu1105,Otu1106,Otu1107,Otu1108,Otu1111,Otu1112,Otu1113,Otu1118,Otu1119,Otu1120,Otu1122,Otu1123,Otu1124,Otu1125,Otu1128,Otu1129,Otu1130,Otu1132,Otu1133,Otu1134,Otu1135,Otu1136,Otu1137,Otu1139,Otu1140,Otu1141,Otu1142,Otu1143,Otu1144,Otu1145,Otu1146,Otu1148,Otu1150,Otu1152,Otu1156,Otu1157,Otu1160,Otu1161,Otu1162,Otu1164,Otu1165,Otu1166,Otu1167,Otu1168,Otu1169,Otu1170,Otu1171,Otu1172,Otu1173,Otu1174,Otu1175,Otu1176,Otu1180,Otu1181,Otu1182,Otu1184,Otu1185,Otu1186,Otu1187,Otu1188,Otu1189,Otu1190,Otu1191,Otu1192,Otu1193,Otu1194,Otu1195,Otu1197,Otu1204,Otu1205,Otu1206,Otu1207,Otu1208,Otu1209,Otu1211,Otu1212,Otu1213,Otu1214,Otu1215,Otu1216,Otu1220,Otu1221,Otu1222,Otu1223,Otu1224,Otu1225,Otu1226,Otu1227,Otu1228,Otu1230,Otu1231,Otu1232,Otu1233,Otu1234,Otu1235,Otu1236,Otu1237,Otu1238,Otu1239,Otu1240,Otu1241,Otu1242,Otu1244,Otu1245,Otu1246,Otu1247,Otu1248,Otu1249,Otu1250,Otu1251,Otu1252,Otu1254,Otu1255,Otu1256,Otu1257,Otu1258,Otu1259,Otu1265,Otu1266,Otu1267,Otu1268,Otu1269,Otu1271,Otu1272,Otu1273,Otu1275,Otu1276,Otu1277,Otu1278,Otu1279,Otu1282,Otu1283,Otu1284,Otu1285,Otu1286,Otu1287,Otu1288,Otu1290,Otu1291,Otu1292,Otu1293,Otu1294,Otu1295,Otu1296,Otu1297,Otu1301,Otu1302,Otu1303,Otu1304,Otu1305,Otu1306,Otu1308,Otu1309,Otu1310,Otu1313,Otu1314,Otu1315,Otu1316,Otu1317,Otu1319,Otu1320,Otu1321,Otu1323,Otu1324,Otu1328,Otu1329,Otu1330,Otu1331,Otu1332,Otu1333,Otu1335,Otu1337,Otu1338,Otu1339,Otu1340,Otu1341,Otu1342,Otu1343,Otu1344,Otu1345,Otu1346,Otu1347,Otu1348,Otu1349,Otu1350,Otu1351,Otu1352,Otu1353,Otu1354,Otu1355,Otu1356,Otu1357,Otu1358,Otu1359,Otu1360,Otu1361,Otu1362,Otu1365,Otu1366,Otu1367,Otu1368,Otu1369,Otu1370,Otu1372,Otu1373,Otu1374,Otu1375,Otu1376,Otu1377,Otu1378,Otu1379,Otu1381,Otu1382,Otu1383,Otu1384,Otu1387,Otu1388,Otu1389,Otu1390,Otu1391,Otu1392,Otu1393,Otu1394,Otu1396,Otu1397,Otu1398,Otu1399,Otu1400,Otu1401,Otu1402,Otu1403,Otu1404,Otu1405,Otu1406,Otu1407,Otu1408,Otu1409,Otu1410,Otu1411,Otu1412,Otu1413,Otu1414,Otu1415,Otu1416,Otu1417,Otu1419,Otu1420,Otu1421,Otu1422,Otu1424,Otu1426,Otu1427,Otu1428,Otu1429,Otu1430,Otu1432,Otu1433,Otu1434,Otu1435,Otu1438,Otu1439,Otu1441,Otu1442,Otu1443,Otu1444,Otu1445,Otu1446,Otu1447,Otu1448,Otu1449,Otu1450,Otu1451,Otu1452,Otu1454,Otu1455,Otu1456,Otu1457,Otu1460,Otu1461,Otu1462,Otu1463,Otu1464,Otu1466,Otu1467,Otu1468,Otu1469,Otu1470,Otu1471,Otu1472,Otu1473,Otu1474,Otu1475,Otu1476,Otu1481,Otu1482,Otu1483,Otu1485,Otu1486,Otu1487,Otu1488,Otu1489,Otu1490,Otu1491,Otu1492,Otu1493,Otu1494,Otu1495,Otu1496,Otu1499,Otu1507,Otu1508,Otu1509,Otu1511,Otu1512,Otu1513,Otu1514,Otu1515,Otu1516,Otu1517,Otu1519,Otu1520,Otu1522,Otu1523,Otu1524,Otu1525,Otu1529,Otu1530,Otu1532,Otu1533,Otu1536,Otu1537,Otu1538,Otu1539,Otu1540,Otu1542,Otu1543,Otu1544,Otu1545,Otu1548,Otu1549,Otu1550,Otu1551,Otu1552,Otu1553,Otu1554
AFN7,W,1126,177,98,0,18,397,16,0,0,0,53,0,5263,0,0,8173,2345,0,35,0,0,8449,62,3577,0,86,0,487,0,3300,0,7881,0,2911,4449,17,17,0,347,750,0,0,0,0,0,359,0,5,0,10,109,1547,0,0,0,630,94,0,358,0,182,0,0,0,0,0,631,76,0,0,310,397,0,0,26,0,0,0,274,371,79,398,2225,0,141,72,573,0,0,0,0,0,0,0,934,29,220,0,0,9,0,0,10,0,0,67,214,0,182,14,44,463,710,0,0,4,25,0,127,0,169,348,0,0,288,0,0,0,0,127,0,49,8,0,0,0,49,0,80,0,0,50,42,15,71,0,0,77,0,0,0,0,0,0,0,71,0,77,106,0,65,188,0,24,0,18,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,13,0,0,0,4,0,0,0,0,0,15,0,0,31,0,11,0,0,0,21,68,0,50,51,0,63,37,0,0,0,0,0,0,0,11,0,28,4,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,21,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFN8,W,1126,170,105,15,0,278,0,0,0,0,0,0,6485,0,0,7133,4430,0,35,0,0,1292,0,3876,0,4504,0,257,0,12186,0,4833,0,3938,6961,0,30,0,2156,117,0,0,0,989,1004,1051,0,404,0,58,1796,807,0,0,0,243,90,0,523,0,878,0,0,0,24,0,116,41,0,0,954,152,0,0,142,0,30,583,265,230,291,165,0,222,158,63,237,0,0,0,0,0,0,0,18,17,394,0,0,0,0,0,8,0,0,0,78,0,129,41,50,230,173,0,0,93,124,0,128,0,79,212,0,0,68,30,0,0,0,35,7,48,44,0,0,0,51,0,36,0,0,140,8,54,37,0,0,40,0,32,0,0,0,0,0,19,0,0,76,0,24,41,0,62,0,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,16,0,0,0,32,0,0,0,0,42,11,0,34,68,0,0,0,0,0,12,60,0,28,35,0,51,25,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,10,0,0,37,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,13,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFN9,W,1126,135,83,0,0,0,0,4,0,0,0,5,540,0,0,8228,8412,0,0,0,0,4915,0,6971,0,4609,0,774,0,518,0,0,0,42,0,0,0,0,3109,0,0,0,0,3600,5375,180,0,1822,0,0,2208,205,0,0,0,0,425,0,420,0,1182,0,0,0,0,0,0,201,0,0,473,316,0,0,421,0,0,298,283,291,445,13,0,276,166,53,132,0,0,0,0,0,0,0,0,9,358,0,121,0,0,0,0,0,462,0,86,0,35,0,367,77,31,0,0,108,423,0,323,0,226,0,0,0,0,0,83,0,0,0,0,18,0,0,0,0,380,0,86,0,0,0,155,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,204,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,146,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
